depart;destination;durée
COMBRIT;COMBRIT;0.0
COMBRIT;ÎLE-TUDY;475.5
COMBRIT;TRÉMÉOC;561.8
COMBRIT;PONT-L'ABBÉ;558.4
COMBRIT;GOUESNACH;868.6
COMBRIT;CLOHARS-FOUESNANT;566.6
COMBRIT;PLOMELIN;791.9
COMBRIT;BÉNODET;579.3
COMBRIT;LOCTUDY;1021.7
COMBRIT;PLONÉOUR-LANVERN;868.9
COMBRIT;PLOBANNALEC-LESCONIL;881.9
COMBRIT;PLEUVEN;989.6
COMBRIT;PLUGUFFAN;776.5
COMBRIT;PLOMEUR;881.5
COMBRIT;FOUESNANT;1182.7
COMBRIT;SAINT-JEAN-TROLIMON;1150.4
COMBRIT;TREFFIAGAT;1193.2
COMBRIT;PLOGASTEL-SAINT-GERMAIN;1267.2
COMBRIT;PEUMERIT;1189.5
COMBRIT;QUIMPER;1192.2
COMBRIT;TRÉGUENNEC;1109.7
COMBRIT;GUILVINEC;1252.2
COMBRIT;TRÉOGAT;1127.5
COMBRIT;PLONÉIS;1128.7
COMBRIT;SAINT-ÉVARZEC;1724.1
COMBRIT;PLOVAN;1396.6
COMBRIT;LA FORÊT-FOUESNANT;1539.4
COMBRIT;PENMARCH;1171.4
COMBRIT;POULDREUZIC;1381.3
COMBRIT;GOURLIZON;1402.5
COMBRIT;GUENGAT;1264.6
COMBRIT;LANDUDEC;1545.4
COMBRIT;ERGUÉ-GABÉRIC;1505.7
COMBRIT;CONCARNEAU;1857.8
COMBRIT;SAINT-YVI;1713.0
COMBRIT;LE JUCH;1481.5
COMBRIT;GUILER-SUR-GOYEN;1766.4
COMBRIT;POULDERGAT;1694.2
COMBRIT;PLOGONNEC;1858.8
COMBRIT;PLOZÉVET;1656.1
COMBRIT;LANDUDAL;2032.0
COMBRIT;LANDRÉVARZEC;1851.6
COMBRIT;LOCRONAN;1885.0
COMBRIT;MELGVEN;2150.4
COMBRIT;KERLAZ;1906.8
COMBRIT;ELLIANT;2432.4
COMBRIT;BRIEC;1878.8
COMBRIT;MAHALON;2129.7
COMBRIT;DOUARNENEZ;1679.7
COMBRIT;TRÉGUNC;2574.1
COMBRIT;QUÉMÉNÉVEN;2354.0
COMBRIT;PLONÉVEZ-PORZAY;2295.9
COMBRIT;POULLAN-SUR-MER;2569.6
COMBRIT;LANGOLEN;2144.1
COMBRIT;PLOUHINEC;2043.0
COMBRIT;CONFORT-MEILARS;2293.0
COMBRIT;ROSPORDEN;2250.8
COMBRIT;CAST;2455.4
COMBRIT;NÉVEZ;2907.7
COMBRIT;TOURCH;2506.4
COMBRIT;PONT-AVEN;2217.2
COMBRIT;PLOÉVEN;2644.5
COMBRIT;CORAY;2497.6
COMBRIT;EDERN;2502.6
COMBRIT;PONT-CROIX;2353.1
COMBRIT;BEUZEC-CAP-SIZUN;2806.9
COMBRIT;PLOMODIERN;2819.3
COMBRIT;TRÉGOUREZ;2585.9
COMBRIT;SAINT-COULITZ;2660.0
COMBRIT;AUDIERNE;2619.6
GOUESNOU;GOUESNOU;0.0
GOUESNOU;GUIPAVAS;534.4
GOUESNOU;BOHARS;555.9
GOUESNOU;PLABENNEC;580.0
GOUESNOU;BREST;604.0
GOUESNOU;BOURG-BLANC;780.7
GOUESNOU;LE RELECQ-KERHUON;551.4
GOUESNOU;GUILERS;816.8
GOUESNOU;MILIZAC-GUIPRONVEL;696.3
GOUESNOU;KERSAINT-PLABENNEC;845.1
GOUESNOU;COAT-MÉAL;882.6
GOUESNOU;PLOUVIEN;1191.5
GOUESNOU;SAINT-DIVY;760.1
GOUESNOU;LA FOREST-LANDERNEAU;981.6
GOUESNOU;SAINT-THONAN;785.2
GOUESNOU;LE DRENNEC;1036.3
GOUESNOU;PLOUGASTEL-DAOULAS;870.7
GOUESNOU;TRÉOUERGAT;1099.5
GOUESNOU;SAINT-RENAN;937.6
GOUESNOU;LANRIVOARÉ;1196.2
GOUESNOU;LOC-BRÉVALAIRE;1178.5
GOUESNOU;PLOUGUIN;1126.3
GOUESNOU;LOPERHET;908.2
GOUESNOU;PLOUZANÉ;1206.5
GOUESNOU;TRÉGLONOU;1279.0
GOUESNOU;LANARVILY;1362.9
GOUESNOU;LANNILIS;1339.1
GOUESNOU;PLOUDANIEL;1121.7
GOUESNOU;LANDERNEAU;1025.9
GOUESNOU;KERNILIS;1474.9
GOUESNOU;DIRINON;1148.9
GOUESNOU;PLOUÉDERN;954.5
GOUESNOU;LOCMARIA-PLOUZANÉ;1445.6
GOUESNOU;ROSCANVEL;4282.5
GOUESNOU;LE FOLGOËT;1349.4
GOUESNOU;TRÉGARANTEC;1495.2
GOUESNOU;BRÉLÈS;1372.3
GOUESNOU;SAINT-PABU;1721.6
GOUESNOU;TRÉMAOUÉZAN;1201.6
GOUESNOU;LOGONNA-DAOULAS;1575.3
GOUESNOU;PENCRAN;1559.6
GOUESNOU;PLOUDALMÉZEAU;1503.7
GOUESNOU;PLOURIN;1438.8
GOUESNOU;LANDÉDA;1706.2
GOUESNOU;SAINT-FRÉGANT;1609.8
GOUESNOU;LAMPAUL-PLOUDALMÉZEAU;1536.1
GOUESNOU;PLOUGUERNEAU;1585.7
GOUESNOU;DAOULAS;1257.7
GOUESNOU;SAINT-URBAIN;1490.0
GOUESNOU;LESNEVEN;1497.9
GOUESNOU;SAINT-MÉEN;1692.7
GOUESNOU;PLOUMOGUER;1425.1
GOUESNOU;KERNOUËS;1791.1
GOUESNOU;PLOUARZEL;1373.9
GOUESNOU;LANVÉOC;3322.7
GOUESNOU;GUISSÉNY;1976.4
GOUESNOU;LA ROCHE-MAURICE;1461.3
GOUESNOU;LANILDUT;1621.8
GOUESNOU;LANNEUFFRET;1294.5
GOUESNOU;PLOUIDER;1688.1
GOUESNOU;IRVILLAC;1541.7
GOUESNOU;HÔPITAL-CAMFROUT;1572.3
GOUESNOU;PLOUNÉVENTER;1352.8
GOUESNOU;LAMPAUL-PLOUARZEL;1626.5
GOUESNOU;LANDUNVEZ;1769.0
GOUESNOU;PLOUGONVELIN;1541.7
GOUESNOU;TRÉFLÉVÉNEZ;1849.6
GOUESNOU;LANDÉVENNEC;2816.4
GOUESNOU;TRÉBABU;1466.7
GOUESNOU;CAMARET-SUR-MER;3910.3
LAMPAUL-GUIMILIAU;LAMPAUL-GUIMILIAU;0.0
LAMPAUL-GUIMILIAU;GUIMILIAU;330.2
LAMPAUL-GUIMILIAU;LANDIVISIAU;542.0
LAMPAUL-GUIMILIAU;LOC-EGUINER;718.6
LAMPAUL-GUIMILIAU;LOCMÉLAR;643.2
LAMPAUL-GUIMILIAU;SAINT-SAUVEUR;487.2
LAMPAUL-GUIMILIAU;PLOUDIRY;907.6
LAMPAUL-GUIMILIAU;BODILIS;754.3
LAMPAUL-GUIMILIAU;GUICLAN;971.0
LAMPAUL-GUIMILIAU;SAINT-THÉGONNEC LOC-EGUINER;809.8
LAMPAUL-GUIMILIAU;PLOUGOURVEST;931.2
LAMPAUL-GUIMILIAU;COMMANA;909.7
LAMPAUL-GUIMILIAU;PLOUVORN;1116.1
LAMPAUL-GUIMILIAU;SIZUN;1078.9
LAMPAUL-GUIMILIAU;PLOUGAR;1010.5
LAMPAUL-GUIMILIAU;LA ROCHE-MAURICE;1220.9
LAMPAUL-GUIMILIAU;LA MARTYRE;1192.8
LAMPAUL-GUIMILIAU;LE TRÉHOU;1322.1
LAMPAUL-GUIMILIAU;LANNEUFFRET;967.8
LAMPAUL-GUIMILIAU;SAINT-DERRIEN;1296.1
LAMPAUL-GUIMILIAU;TRÉFLÉVÉNEZ;1577.1
LAMPAUL-GUIMILIAU;PLOUNÉVENTER;1265.1
LAMPAUL-GUIMILIAU;PLEYBER-CHRIST;1402.6
LAMPAUL-GUIMILIAU;PLOUZÉVÉDÉ;1176.5
LAMPAUL-GUIMILIAU;PLOUNÉOUR-MÉNEZ;1163.7
LAMPAUL-GUIMILIAU;PENCRAN;1654.9
LAMPAUL-GUIMILIAU;SAINT-ELOY;1317.0
LAMPAUL-GUIMILIAU;SAINT-VOUGAY;1387.6
LAMPAUL-GUIMILIAU;TRÉZILIDÉ;1265.2
LAMPAUL-GUIMILIAU;SAINTE-SÈVE;1317.2
LAMPAUL-GUIMILIAU;BOTMEUR;1537.4
LAMPAUL-GUIMILIAU;MESPAUL;1196.6
LAMPAUL-GUIMILIAU;SAINT-RIVOAL;1653.1
LAMPAUL-GUIMILIAU;PLOUÉDERN;1328.2
LAMPAUL-GUIMILIAU;LANHOUARNEAU;1518.8
LAMPAUL-GUIMILIAU;TRÉFLAOUÉNAN;1463.2
LAMPAUL-GUIMILIAU;PLOUÉNAN;1620.8
LAMPAUL-GUIMILIAU;TRÉMAOUÉZAN;1507.3
LAMPAUL-GUIMILIAU;SAINT-URBAIN;1992.8
LAMPAUL-GUIMILIAU;LANDERNEAU;1562.1
LAMPAUL-GUIMILIAU;SAINT-MARTIN-DES-CHAMPS;1622.9
LAMPAUL-GUIMILIAU;TAULÉ;1608.6
LAMPAUL-GUIMILIAU;LA FEUILLÉE;1499.3
LAMPAUL-GUIMILIAU;SAINT-MÉEN;1748.9
LAMPAUL-GUIMILIAU;IRVILLAC;1882.4
LAMPAUL-GUIMILIAU;PLOURIN-LÈS-MORLAIX;1908.1
LAMPAUL-GUIMILIAU;HENVIC;1805.7
LAMPAUL-GUIMILIAU;PLOUGOULM;1516.1
LAMPAUL-GUIMILIAU;PLOUNÉVEZ-LOCHRIST;1795.3
LAMPAUL-GUIMILIAU;BRASPARTS;1798.8
LAMPAUL-GUIMILIAU;HANVEC;1625.9
LAMPAUL-GUIMILIAU;DIRINON;2036.6
LAMPAUL-GUIMILIAU;LE CLOÎTRE-SAINT-THÉGONNEC;2194.6
LAMPAUL-GUIMILIAU;LOPÉREC;2110.1
LAMPAUL-GUIMILIAU;BRENNILIS;1662.7
LAMPAUL-GUIMILIAU;LOCQUÉNOLÉ;1844.1
LAMPAUL-GUIMILIAU;SIBIRIL;1876.3
LAMPAUL-GUIMILIAU;TRÉGARANTEC;1948.0
LAMPAUL-GUIMILIAU;LA FOREST-LANDERNEAU;1946.8
LAMPAUL-GUIMILIAU;SAINT-THONAN;1482.0
LAMPAUL-GUIMILIAU;LE FAOU;2109.5
LAMPAUL-GUIMILIAU;PLOUDANIEL;1627.3
LAMPAUL-GUIMILIAU;MORLAIX;1625.2
LAMPAUL-GUIMILIAU;CARANTEC;1958.0
LAMPAUL-GUIMILIAU;CLÉDER;1780.7
LAMPAUL-GUIMILIAU;SAINT-POL-DE-LÉON;1828.5
LAMPAUL-GUIMILIAU;BERRIEN;2041.0
LAMPAUL-GUIMILIAU;SAINT-DIVY;1707.8
LAMPAUL-GUIMILIAU;DAOULAS;2272.3
LAMPAUL-GUIMILIAU;LOQUEFFRET;2085.0
LANRIVOARÉ;LANRIVOARÉ;0.0
LANRIVOARÉ;TRÉOUERGAT;581.1
LANRIVOARÉ;BRÉLÈS;448.4
LANRIVOARÉ;SAINT-RENAN;565.3
LANRIVOARÉ;MILIZAC-GUIPRONVEL;647.6
LANRIVOARÉ;PLOURIN;514.9
LANRIVOARÉ;GUILERS;723.1
LANRIVOARÉ;LANILDUT;740.1
LANRIVOARÉ;PLOUARZEL;973.2
LANRIVOARÉ;PLOUGUIN;1029.1
LANRIVOARÉ;PLOUDALMÉZEAU;729.9
LANRIVOARÉ;COAT-MÉAL;1122.6
LANRIVOARÉ;BOHARS;1089.7
LANRIVOARÉ;LAMPAUL-PLOUARZEL;1184.7
LANRIVOARÉ;LANDUNVEZ;845.1
LANRIVOARÉ;PLOUMOGUER;1171.7
LANRIVOARÉ;PORSPODER;1122.2
LANRIVOARÉ;BOURG-BLANC;1195.2
LANRIVOARÉ;PLOUZANÉ;1025.6
LANRIVOARÉ;LAMPAUL-PLOUDALMÉZEAU;892.7
LANRIVOARÉ;LOCMARIA-PLOUZANÉ;1192.2
LANRIVOARÉ;TRÉGLONOU;1436.6
LANRIVOARÉ;SAINT-PABU;1108.3
LANRIVOARÉ;BREST;1119.6
LANRIVOARÉ;GOUESNOU;1216.8
LANRIVOARÉ;TRÉBABU;1213.3
LANRIVOARÉ;PLOUGONVELIN;1288.3
LANRIVOARÉ;LANNILIS;1522.8
LANRIVOARÉ;LANDÉDA;1889.9
LANRIVOARÉ;PLOUVIEN;1763.4
LANRIVOARÉ;LE CONQUET;1559.0
LANRIVOARÉ;PLABENNEC;1761.6
LANRIVOARÉ;ROSCANVEL;5464.1
LANRIVOARÉ;GUIPAVAS;1716.0
LANRIVOARÉ;LOC-BRÉVALAIRE;1909.4
LANRIVOARÉ;LE RELECQ-KERHUON;1733.0
LANRIVOARÉ;PLOUGUERNEAU;1950.7
LANRIVOARÉ;KERNILIS;2174.1
LANRIVOARÉ;LE DRENNEC;2217.9
LANRIVOARÉ;KERSAINT-PLABENNEC;2026.7
LANRIVOARÉ;LANARVILY;2093.8
LANRIVOARÉ;CAMARET-SUR-MER;5091.9
LANRIVOARÉ;PLOUGASTEL-DAOULAS;2052.3
LANRIVOARÉ;SAINT-THONAN;1966.8
LANRIVOARÉ;SAINT-DIVY;1941.7
LANRIVOARÉ;GUISSÉNY;2434.6
LANRIVOARÉ;LA FOREST-LANDERNEAU;2163.2
LANRIVOARÉ;SAINT-FRÉGANT;2340.7
LANRIVOARÉ;LE FOLGOËT;2169.1
LANRIVOARÉ;LOPERHET;2089.8
LANRIVOARÉ;ÎLE-MOLÈNE;20035.5
LANRIVOARÉ;PLOUDANIEL;2303.3
LANRIVOARÉ;LANVÉOC;4504.3
LANRIVOARÉ;KERNOUËS;2800.6
LANRIVOARÉ;LESNEVEN;2507.4
LANRIVOARÉ;LANDERNEAU;2207.5
LANRIVOARÉ;CROZON;4599.2
LANRIVOARÉ;TRÉGARANTEC;2676.8
LANRIVOARÉ;PLOUÉDERN;2136.1
LANRIVOARÉ;DIRINON;2330.5
LANRIVOARÉ;KERLOUAN;2657.1
LANRIVOARÉ;TRÉMAOUÉZAN;2383.2
LANRIVOARÉ;PLOUIDER;2697.6
LANRIVOARÉ;SAINT-MÉEN;2751.4
LANRIVOARÉ;LOGONNA-DAOULAS;2756.9
LANRIVOARÉ;DAOULAS;2439.3
LANRIVOARÉ;SAINT-URBAIN;2671.6
LANRIVOARÉ;GOULVEN;2779.4
LANRIVOARÉ;PENCRAN;2741.2
LANRIVOARÉ;PLOUNÉOUR-BRIGNOGAN-PLAGES;2953.9
LOCRONAN;LOCRONAN;0.0
LOCRONAN;KERLAZ;261.5
LOCRONAN;PLONÉVEZ-PORZAY;446.5
LOCRONAN;PLOGONNEC;580.0
LOCRONAN;LE JUCH;871.6
LOCRONAN;QUÉMÉNÉVEN;504.6
LOCRONAN;GUENGAT;726.0
LOCRONAN;PLOÉVEN;795.1
LOCRONAN;CAST;918.2
LOCRONAN;GOURLIZON;1074.0
LOCRONAN;PLOMODIERN;969.9
LOCRONAN;DOUARNENEZ;595.2
LOCRONAN;PLONÉIS;1151.6
LOCRONAN;LANDRÉVARZEC;1001.4
LOCRONAN;POULDERGAT;968.9
LOCRONAN;SAINT-NIC;1087.7
LOCRONAN;PLUGUFFAN;1372.7
LOCRONAN;BRIEC;1344.2
LOCRONAN;QUIMPER;1157.2
LOCRONAN;SAINT-COULITZ;1467.2
LOCRONAN;GUILER-SUR-GOYEN;1461.6
LOCRONAN;DINÉAULT;1359.7
LOCRONAN;PLOGASTEL-SAINT-GERMAIN;1528.2
LOCRONAN;POULLAN-SUR-MER;1485.1
LOCRONAN;LANDUDEC;1407.1
LOCRONAN;TRÉGARVAN;1567.6
LOCRONAN;CHÂTEAULIN;1292.6
LOCRONAN;MAHALON;1493.8
LOCRONAN;PORT-LAUNAY;1350.6
LOCRONAN;CONFORT-MEILARS;1276.4
LOCRONAN;LOTHEY;1544.0
LOCRONAN;LANDUDAL;1637.7
LOCRONAN;SAINT-SÉGAL;1482.9
LOCRONAN;TELGRUC-SUR-MER;1581.0
LOCRONAN;PEUMERIT;1935.2
LOCRONAN;ARGOL;1788.3
LOCRONAN;ERGUÉ-GABÉRIC;1359.4
LOCRONAN;POULDREUZIC;1743.9
LOCRONAN;ROSNOËN;2266.5
LOCRONAN;EDERN;1968.0
LOCRONAN;PLOMELIN;1763.3
LOCRONAN;PLOZÉVET;1791.9
LOCRONAN;GOUÉZEC;1660.1
LOCRONAN;PLONÉOUR-LANVERN;2007.2
LOCRONAN;PLOVAN;1956.4
LOCRONAN;TRÉMÉOC;1925.5
LOCRONAN;PONT-DE-BUIS-LÈS-QUIMERCH;1901.0
LOCRONAN;PONT-CROIX;1584.5
LOCRONAN;LANGOLEN;1877.2
LOCRONAN;PLOUHINEC;1904.7
LOCRONAN;BEUZEC-CAP-SIZUN;1722.4
LOCRONAN;LANDÉVENNEC;2014.0
LOCRONAN;SAINT-ÉVARZEC;1935.7
LOCRONAN;GOUESNACH;2003.9
LOCRONAN;TRÉOGAT;2123.4
LOCRONAN;COMBRIT;1872.4
LOCRONAN;SAINT-THOIS;2202.9
LOCRONAN;LE FAOU;2045.8
LOCRONAN;PLEYBEN;1972.7
LOCRONAN;PLEUVEN;2005.3
LOCRONAN;CLOHARS-FOUESNANT;2011.1
LOCRONAN;HÔPITAL-CAMFROUT;2356.6
LOCRONAN;TRÉGOUREZ;2051.3
LOCRONAN;ELLIANT;2286.1
LOCRONAN;LOGONNA-DAOULAS;2721.5
LOCRONAN;LENNON;1847.9
LOCRONAN;LOPÉREC;2292.4
LOCRONAN;BÉNODET;2270.9
LOCRONAN;CROZON;2284.8
LOCRONAN;TRÉGUENNEC;2364.4
SCRIGNAC;SCRIGNAC;0.0
SCRIGNAC;BOLAZEC;796.8
SCRIGNAC;LANNÉANOU;816.0
SCRIGNAC;BERRIEN;767.6
SCRIGNAC;BOTSORHEL;785.1
SCRIGNAC;POULLAOUEN;1261.1
SCRIGNAC;PLOURAC'H;1021.2
SCRIGNAC;HUELGOAT;1222.9
SCRIGNAC;PLOUGONVEN;1417.6
SCRIGNAC;LE CLOÎTRE-SAINT-THÉGONNEC;1469.8
SCRIGNAC;PLOUGRAS;1367.3
SCRIGNAC;LOHUEC;1545.2
SCRIGNAC;CARNOËT;1224.0
SCRIGNAC;GUERLESQUIN;1258.8
SCRIGNAC;PLOUYÉ;1627.6
SCRIGNAC;CALANHEL;1384.9
SCRIGNAC;PLUSQUELLEC;1686.4
SCRIGNAC;PLOURIN-LÈS-MORLAIX;1747.8
SCRIGNAC;LA FEUILLÉE;1335.8
SCRIGNAC;PLOUNÉVÉZEL;1187.9
SCRIGNAC;BRENNILIS;1589.0
SCRIGNAC;KERGLOFF;1621.3
SCRIGNAC;LOGUIVY-PLOUGRAS;1823.0
SCRIGNAC;PLOUÉGAT-MOYSAN;1443.2
SCRIGNAC;PLOUNÉOUR-MÉNEZ;1817.9
SCRIGNAC;LA CHAPELLE-NEUVE;2089.2
SCRIGNAC;COLLOREC;1982.3
SCRIGNAC;PLOUIGNEAU;1684.0
SCRIGNAC;PLEYBER-CHRIST;2263.2
SCRIGNAC;TREFFRIN;1512.6
SCRIGNAC;LOQUEFFRET;1991.0
SCRIGNAC;PLOUNÉRIN;1885.6
SCRIGNAC;TRÉBRIVAN;2028.4
SCRIGNAC;CARHAIX-PLOUGUER;1531.6
SCRIGNAC;DUAULT;1608.0
SCRIGNAC;CALLAC;2055.4
SCRIGNAC;BOTMEUR;2149.5
SCRIGNAC;CLÉDEN-POHER;2264.8
SCRIGNAC;TRÉMEL;1756.1
SCRIGNAC;LANDELEAU;2078.4
SCRIGNAC;LE MOUSTOIR;2050.1
SCRIGNAC;LOC-ENVEL;2473.1
SCRIGNAC;GARLAN;2354.0
SCRIGNAC;PLONÉVEZ-DU-FAOU;2354.8
SCRIGNAC;PLOUÉGAT-GUÉRAND;2139.7
SCRIGNAC;SAINT-SERVAIS;2066.7
SCRIGNAC;SAINT-MARTIN-DES-CHAMPS;2181.8
SCRIGNAC;LOCARN;2156.3
SCRIGNAC;PLOUNÉVEZ-MOËDEC;1954.3
SCRIGNAC;SAINT-THÉGONNEC LOC-EGUINER;2541.5
SCRIGNAC;COMMANA;2004.3
SCRIGNAC;MORLAIX;2158.3
SCRIGNAC;PLUFUR;1942.7
SCRIGNAC;SAINTE-SÈVE;2219.4
SCRIGNAC;PLOUGONVER;2258.0
SCRIGNAC;LANVELLEC;2210.8
SCRIGNAC;LANNÉDERN;2522.0
SCRIGNAC;LANMEUR;2346.9
SCRIGNAC;BRASPARTS;2518.0
SCRIGNAC;BELLE-ISLE-EN-TERRE;2282.3
SCRIGNAC;MOTREFF;2137.0
SCRIGNAC;SAINT-SAUVEUR;2394.1
SCRIGNAC;SAINT-HERNIN;2339.9
SCRIGNAC;BULAT-PESTIVIEN;2325.4
SCRIGNAC;LE CLOÎTRE-PLEYBEN;2712.9
SCRIGNAC;GUIMILIAU;2548.8
SCRIGNAC;PLOUARET;2299.5
SCRIGNAC;MAËL-CARHAIX;2486.0
SCRIGNAC;SAINT-RIVOAL;2372.3
SCRIGNAC;PLESTIN-LES-GRÈVES;2105.7
LA BOUSSAC;LA BOUSSAC;0.0
LA BOUSSAC;EPINIAC;448.0
LA BOUSSAC;TRANS-LA-FORÊT;553.5
LA BOUSSAC;BROUALAN;666.6
LA BOUSSAC;SAINS;920.1
LA BOUSSAC;BAGUER-PICAN;496.7
LA BOUSSAC;PLEINE-FOUGÈRES;621.4
LA BOUSSAC;DOL-DE-BRETAGNE;639.6
LA BOUSSAC;VIEUX-VIEL;700.2
LA BOUSSAC;SAINT-BROLADRE;932.2
LA BOUSSAC;CUGUEN;1038.2
LA BOUSSAC;SAINT-MARCAN;1277.3
LA BOUSSAC;BAGUER-MORVAN;1393.5
LA BOUSSAC;TRÉMEHEUC;1133.0
LA BOUSSAC;SOUGEAL;1167.4
LA BOUSSAC;SAINT-GEORGES-DE-GRÉHAIGNE;1176.2
LA BOUSSAC;BONNEMAIN;1046.6
LA BOUSSAC;CHERRUEIX;995.5
LA BOUSSAC;MONT-DOL;872.1
LA BOUSSAC;LOURMAIS;1075.8
LA BOUSSAC;ROZ-SUR-COUESNON;1324.8
LA BOUSSAC;BAZOUGES-LA-PÉROUSE;1123.5
LA BOUSSAC;NOYAL-SOUS-BAZOUGES;1324.7
LA BOUSSAC;ROZ-LANDRIEUX;914.3
LA BOUSSAC;LE VIVIER-SUR-MER;1256.5
LA BOUSSAC;LANRIGAN;1564.1
LA BOUSSAC;LE TRONCHET;1875.9
LA BOUSSAC;COMBOURG;1261.6
LA BOUSSAC;SAINT-LÉGER-DES-PRÉS;1855.8
LA BOUSSAC;HIREL;1237.1
LA BOUSSAC;PLERGUER;1197.5
LA BOUSSAC;LA FRESNAIS;1114.8
LA BOUSSAC;LILLEMER;1443.8
LA BOUSSAC;MARCILLÉ-RAOUL;1624.1
LA BOUSSAC;VAL-COUESNON;1155.1
LA BOUSSAC;SAINT-RÉMY-DU-PLAIN;1379.1
LA BOUSSAC;MEILLAC;2051.4
LA BOUSSAC;RIMOU;1644.0
LA BOUSSAC;MINIAC-MORVAN;1652.8
LA BOUSSAC;MESNIL-ROC'H;1685.9
LA BOUSSAC;SAINT-BENOÎT-DES-ONDES;1658.7
LA BOUSSAC;ROMAZY;1564.7
LA BOUSSAC;DINGÉ;1863.7
LA BOUSSAC;SAINT-GUINOUX;1409.5
LA BOUSSAC;LA CHAPELLE-AUX-FILTZMÉENS;1623.8
LA BOUSSAC;LA GOUESNIÈRE;1444.7
LA BOUSSAC;CHÂTEAUNEUF-D'ILLE-ET-VILAINE;1236.6
LA BOUSSAC;CHAUVIGNÉ;1768.9
LA BOUSSAC;FEINS;2056.0
LA BOUSSAC;SENS-DE-BRETAGNE;1822.2
LA BOUSSAC;SAINT-PÈRE-MARC-EN-POULET;1632.6
LA BOUSSAC;PLEUGUENEUC;1948.7
LA BOUSSAC;QUÉBRIAC;1851.1
LA BOUSSAC;PLEUDIHEN-SUR-RANCE;1667.1
LA BOUSSAC;VIEUX-VY-SUR-COUESNON;2051.4
LA BOUSSAC;SAINT-MÉLOIR-DES-ONDES;1736.1
LA BOUSSAC;LA VILLE-ÈS-NONAIS;1461.1
LA BOUSSAC;CANCALE;2037.7
LA BOUSSAC;LES PORTES DU COGLAIS;1985.8
LA BOUSSAC;PLESDER;2044.1
LA BOUSSAC;SAINT-HÉLEN;1974.7
LA BOUSSAC;SAINT-MARC-LE-BLANC;2209.4
LA BOUSSAC;SAINT-DOMINEUC;1940.7
LA BOUSSAC;MONTREUIL-SUR-ILLE;2348.6
LA BOUSSAC;SAINT-SULIAC;1661.3
LA BOUSSAC;AUBIGNÉ;2491.6
LA BOUSSAC;SAINT-CHRISTOPHE-DE-VALAINS;2138.1
LA BOUSSAC;SAINT-JOUAN-DES-GUÉRETS;1685.8
LA BOUSSAC;LE TIERCENT;2280.7
LA BOUSSAC;LA VICOMTÉ-SUR-RANCE;2011.7
GUIPEL;GUIPEL;0.0
GUIPEL;SAINT-MÉDARD-SUR-ILLE;561.5
GUIPEL;HÉDÉ-BAZOUGES;557.8
GUIPEL;MONTREUIL-SUR-ILLE;464.2
GUIPEL;MONTREUIL-LE-GAST;420.3
GUIPEL;VIGNOC;762.7
GUIPEL;SAINT-SYMPHORIEN;733.7
GUIPEL;DINGÉ;707.9
GUIPEL;SAINT-GERMAIN-SUR-ILLE;806.6
GUIPEL;AUBIGNÉ;756.3
GUIPEL;FEINS;706.2
GUIPEL;SAINT-GONDRAN;921.5
GUIPEL;LANGOUET;1050.0
GUIPEL;SAINT-BRIEUC-DES-IFFS;1162.3
GUIPEL;LA MÉZIÈRE;1006.0
GUIPEL;MELESSE;755.0
GUIPEL;TINTÉNIAC;918.4
GUIPEL;SAINT-AUBIN-D'AUBIGNÉ;1261.7
GUIPEL;CHEVAIGNÉ;1203.3
GUIPEL;QUÉBRIAC;1297.8
GUIPEL;ANDOUILLÉ-NEUVILLE;1026.3
GUIPEL;GÉVEZÉ;1261.4
GUIPEL;LA CHAPELLE-CHAUSSÉE;1134.8
GUIPEL;LES IFFS;1347.0
GUIPEL;LANRIGAN;1245.3
GUIPEL;LANGAN;1180.5
GUIPEL;MARCILLÉ-RAOUL;1164.7
GUIPEL;MOUAZÉ;1309.9
GUIPEL;LA CHAPELLE-AUX-FILTZMÉENS;1574.5
GUIPEL;SAINT-LÉGER-DES-PRÉS;1746.1
GUIPEL;LA BAUSSAINE;1189.8
GUIPEL;SAINT-DOMINEUC;1219.5
GUIPEL;SENS-DE-BRETAGNE;1145.8
GUIPEL;CARDROC;1279.8
GUIPEL;COMBOURG;1253.4
GUIPEL;LA CHAPELLE-DES-FOUGERETZ;1225.3
GUIPEL;CHASNÉ-SUR-ILLET;1571.1
GUIPEL;ROMILLÉ;1310.3
GUIPEL;BETTON;1109.4
GUIPEL;TRIMER;1468.4
GUIPEL;SAINT-SULPICE-LA-FORÊT;1534.2
GUIPEL;PARTHENAY-DE-BRETAGNE;1599.5
GUIPEL;MINIAC-SOUS-BÉCHEREL;1531.6
GUIPEL;SAINT-RÉMY-DU-PLAIN;1417.4
GUIPEL;MONTGERMONT;1155.6
GUIPEL;GAHARD;1700.4
GUIPEL;SAINT-GRÉGOIRE;993.4
GUIPEL;TRÉMEHEUC;1724.1
GUIPEL;SAINT-THUAL;1679.2
GUIPEL;NOYAL-SOUS-BAZOUGES;1721.7
GUIPEL;LONGAULNAY;1405.5
GUIPEL;PACÉ;1487.3
GUIPEL;CLAYES;1788.7
GUIPEL;BÉCHEREL;1457.5
GUIPEL;ERCÉ-PRÈS-LIFFRÉ;1690.7
GUIPEL;MEILLAC;2068.0
GUIPEL;VIEUX-VY-SUR-COUESNON;1469.1
GUIPEL;CUGUEN;1962.1
GUIPEL;TRÉVÉRIEN;1570.3
